Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Degree of urbanisation,UNIT_MEASURE,Time period details,Value
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Male,,Percent,2019-2020,71.4
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Male,,Percent,2019-2020,75.3
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Male,,Percent,2019-2020,68.4
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Male,,Percent,2019-2020,77.9
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Male,,Percent,2019-2020,71.3
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Male,,Percent,2019-2020,70.3
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Male,,Percent,2019-2020,69.6
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Male,,Percent,2019-2020,67.3
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Male,,Percent,2019-2020,68.4
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Male,,Percent,2019-2020,72.0
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Male,,Percent,2019-2020,73.8
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,,,Percent,2019-2020,72.0
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,,,Percent,2019-2020,74.2
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,,,Percent,2019-2020,69.5
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,,,Percent,2019-2020,72.5
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,,,Percent,2019-2020,73.3
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,,,Percent,2019-2020,73.8
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,,,Percent,2019-2020,73.2
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,,,Percent,2019-2020,72.5
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,,,Percent,2019-2020,72.1
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,,,Percent,2019-2020,75.0
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,,,Percent,2019-2020,78.0
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Female,,Percent,2019-2020,50.9
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Female,,Percent,2019-2020,73.7
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Female,,Percent,2019-2020,76.6
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Female,,Percent,2019-2020,54.4
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Female,,Percent,2019-2020,79.0
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Female,,Percent,2019-2020,68.4
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Female,,Percent,2019-2020,73.6
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Female,,Percent,2019-2020,74.7
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Female,,Percent,2019-2020,74.7
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Female,,Percent,2019-2020,78.9
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Female,,Percent,2019-2020,79.5
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Male,,Percent,2019-2020,57.1
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Male,,Percent,2019-2020,73.6
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Male,,Percent,2019-2020,70.3
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Male,,Percent,2019-2020,59.5
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Male,,Percent,2019-2020,70.8
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Male,,Percent,2019-2020,64.4
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Male,,Percent,2019-2020,64.7
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Male,,Percent,2019-2020,65.8
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Male,,Percent,2019-2020,67.6
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Male,,Percent,2019-2020,67.4
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,Male,,Percent,2019-2020,69.3
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,,,Percent,2019-2020,54.0
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,,,Percent,2019-2020,73.6
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,,,Percent,2019-2020,73.4
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,,,Percent,2019-2020,57.0
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,,,Percent,2019-2020,74.9
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,,,Percent,2019-2020,66.4
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,,,Percent,2019-2020,69.1
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,,,Percent,2019-2020,70.2
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,,,Percent,2019-2020,71.1
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,,,Percent,2019-2020,73.1
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Mondul Kiri,,,Percent,2019-2020,74.3
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Female,,Percent,2019-2020,73.9
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Female,,Percent,2019-2020,74.5
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Female,,Percent,2019-2020,78.6
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Female,,Percent,2019-2020,77.4
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Female,,Percent,2019-2020,83.1
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Female,,Percent,2019-2020,77.6
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Female,,Percent,2019-2020,72.9
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Female,,Percent,2019-2020,70.5
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Female,,Percent,2019-2020,70.9
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Female,,Percent,2019-2020,76.5
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Female,,Percent,2019-2020,72.9
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Male,,Percent,2019-2020,77.8
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Male,,Percent,2019-2020,85.6
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Male,,Percent,2019-2020,74.9
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Male,,Percent,2019-2020,83.0
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Male,,Percent,2019-2020,78.5
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Male,,Percent,2019-2020,70.4
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Male,,Percent,2019-2020,65.5
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Male,,Percent,2019-2020,66.3
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Male,,Percent,2019-2020,64.8
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Male,,Percent,2019-2020,65.1
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,Male,,Percent,2019-2020,63.9
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,,,Percent,2019-2020,75.9
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,,,Percent,2019-2020,79.7
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,,,Percent,2019-2020,76.7
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,,,Percent,2019-2020,80.3
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,,,Percent,2019-2020,80.7
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,,,Percent,2019-2020,73.9
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,,,Percent,2019-2020,69.0
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,,,Percent,2019-2020,68.3
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,,,Percent,2019-2020,67.7
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,,,Percent,2019-2020,70.6
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Oddar Meanchey,,,Percent,2019-2020,68.2
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Female,,Percent,2019-2020,72.8
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Female,,Percent,2019-2020,74.6
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Female,,Percent,2019-2020,63.5
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Female,,Percent,2019-2020,64.9
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Female,,Percent,2019-2020,65.3
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Female,,Percent,2019-2020,67.3
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Female,,Percent,2019-2020,63.6
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Female,,Percent,2019-2020,66.0
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Female,,Percent,2019-2020,62.1
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Female,,Percent,2019-2020,62.7
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Female,,Percent,2019-2020,60.2
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Male,,Percent,2019-2020,72.6
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Male,,Percent,2019-2020,76.3
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Male,,Percent,2019-2020,60.0
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Male,,Percent,2019-2020,65.4
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Male,,Percent,2019-2020,67.3
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Male,,Percent,2019-2020,64.4
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Male,,Percent,2019-2020,58.1
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Male,,Percent,2019-2020,53.7
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Male,,Percent,2019-2020,52.0
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Male,,Percent,2019-2020,52.5
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,Male,,Percent,2019-2020,56.9
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,,,Percent,2019-2020,72.7
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,,,Percent,2019-2020,75.5
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,,,Percent,2019-2020,61.7
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,,,Percent,2019-2020,65.2
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,,,Percent,2019-2020,66.3
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,,,Percent,2019-2020,65.8
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,,,Percent,2019-2020,60.8
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,,,Percent,2019-2020,59.6
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,,,Percent,2019-2020,56.9
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,,,Percent,2019-2020,57.4
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Pailin,,,Percent,2019-2020,58.5
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Female,,Percent,2019-2020,83.3
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Female,,Percent,2019-2020,80.0
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Female,,Percent,2019-2020,98.2
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Female,,Percent,2019-2020,85.2
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Female,,Percent,2019-2020,85.0
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Female,,Percent,2019-2020,83.4
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Female,,Percent,2019-2020,81.9
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Female,,Percent,2019-2020,80.4
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Female,,Percent,2019-2020,78.8
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Female,,Percent,2019-2020,84.7
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Female,,Percent,2019-2020,86.1
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Male,,Percent,2019-2020,81.6
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Male,,Percent,2019-2020,88.8
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Male,,Percent,2019-2020,95.7
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Male,,Percent,2019-2020,84.1
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Male,,Percent,2019-2020,81.1
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Male,,Percent,2019-2020,77.3
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Male,,Percent,2019-2020,75.2
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Male,,Percent,2019-2020,73.5
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Male,,Percent,2019-2020,70.9
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Male,,Percent,2019-2020,75.7
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,Male,,Percent,2019-2020,77.5
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,,,Percent,2019-2020,82.4
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,,,Percent,2019-2020,84.3
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,,,Percent,2019-2020,96.9
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,,,Percent,2019-2020,84.6
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,,,Percent,2019-2020,73.0
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,,,Percent,2019-2020,80.2
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,,,Percent,2019-2020,78.4
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,,,Percent,2019-2020,76.8
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,,,Percent,2019-2020,74.6
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,,,Percent,2019-2020,79.9
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Phnom Penh,,,Percent,2019-2020,81.6
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Female,,Percent,2019-2020,70.4
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Female,,Percent,2019-2020,76.2
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Female,,Percent,2019-2020,80.1
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Female,,Percent,2019-2020,95.0
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Female,,Percent,2019-2020,70.7
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Female,,Percent,2019-2020,68.5
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Female,,Percent,2019-2020,72.7
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Female,,Percent,2019-2020,69.5
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Female,,Percent,2019-2020,71.4
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Female,,Percent,2019-2020,69.9
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Preah Sihanouk,Female,,Percent,2019-2020,68.8
